Ciclo 1: {'Temperatura': 20.13, 'Umidade': 58.15, 'Pressao': 1006.4}
Ciclo 28603: {'Temperatura': 20.07, 'Umidade': 54.84, 'Pressao': 1002.28}
Ciclo 28604: {'Temperatura': 23.02, 'Umidade': 46.07, 'Pressao': 1001.64}
Ciclo 28605: {'Temperatura': 23.02, 'Umidade': 49.73, 'Pressao': 1017.72}
Ciclo 28606: {'Temperatura': 29.05, 'Umidade': 40.03, 'Pressao': 1016.05}
Ciclo 28607: {'Temperatura': 28.9, 'Umidade': 52.25, 'Pressao': 1018.27}
Ciclo 28608: {'Temperatura': 27.56, 'Umidade': 49.53, 'Pressao': 1017.32}
Ciclo 28609: {'Temperatura': 21.14, 'Umidade': 52.6, 'Pressao': 1019.94}
Ciclo 28610: {'Temperatura': 24.43, 'Umidade': 50.52, 'Pressao': 1009.48}
Ciclo 28611: {'Temperatura': 24.95, 'Umidade': 56.78, 'Pressao': 1017.89}
Ciclo 28612: {'Temperatura': 23.47, 'Umidade': 56.78, 'Pressao': 1003.11}
Ciclo 28613: {'Temperatura': 28.09, 'Umidade': 50.39, 'Pressao': 1012.85}
Ciclo 28614: {'Temperatura': 28.89, 'Umidade': 54.53, 'Pressao': 1002.04}
Ciclo 28615: {'Temperatura': 25.61, 'Umidade': 47.2, 'Pressao': 1004.95}
Ciclo 28616: {'Temperatura': 23.72, 'Umidade': 53.01, 'Pressao': 1006.33}
Ciclo 28617: {'Temperatura': 24.83, 'Umidade': 55.22, 'Pressao': 1004.3}
Ciclo 28618: {'Temperatura': 27.76, 'Umidade': 40.02, 'Pressao': 1005.11}
Ciclo 28619: {'Temperatura': 24.13, 'Umidade': 53.37, 'Pressao': 1016.94}
Ciclo 28620: {'Temperatura': 21.14, 'Umidade': 49.81, 'Pressao': 1019.81}
Ciclo 28621: {'Temperatura': 25.02, 'Umidade': 44.48, 'Pressao': 1000.5}
Ciclo 28622: {'Temperatura': 22.49, 'Umidade': 42.21, 'Pressao': 1011.46}
Ciclo 28623: {'Temperatura': 23.07, 'Umidade': 52.34, 'Pressao': 1017.53}
Ciclo 28624: {'Temperatura': 24.36, 'Umidade': 44.71, 'Pressao': 1004.4}
Ciclo 28625: {'Temperatura': 20.23, 'Umidade': 58.96, 'Pressao': 1000.41}
Ciclo 28626: {'Temperatura': 21.68, 'Umidade': 46.79, 'Pressao': 1001.1}
Ciclo 28627: {'Temperatura': 27.52, 'Umidade': 43.34, 'Pressao': 1019.86}
Ciclo 28628: {'Temperatura': 28.15, 'Umidade': 57.13, 'Pressao': 1002.82}
Ciclo 28629: {'Temperatura': 25.29, 'Umidade': 43.98, 'Pressao': 1011.72}
Ciclo 28630: {'Temperatura': 28.81, 'Umidade': 50.32, 'Pressao': 1010.94}
Ciclo 28631: {'Temperatura': 23.6, 'Umidade': 50.36, 'Pressao': 1017.55}
Ciclo 28632: {'Temperatura': 28.42, 'Umidade': 59.33, 'Pressao': 1017.45}
Ciclo 28633: {'Temperatura': 27.24, 'Umidade': 44.67, 'Pressao': 1002.23}
Ciclo 28634: {'Temperatura': 24.07, 'Umidade': 59.0, 'Pressao': 1009.15}
Ciclo 28635: {'Temperatura': 22.51, 'Umidade': 41.58, 'Pressao': 1014.37}
Ciclo 28636: {'Temperatura': 22.83, 'Umidade': 45.41, 'Pressao': 1001.98}
Ciclo 28637: {'Temperatura': 23.55, 'Umidade': 43.39, 'Pressao': 1007.18}
Ciclo 28638: {'Temperatura': 26.4, 'Umidade': 43.15, 'Pressao': 1004.71}
Ciclo 28639: {'Temperatura': 27.39, 'Umidade': 50.39, 'Pressao': 1002.94}
Ciclo 28640: {'Temperatura': 21.27, 'Umidade': 45.06, 'Pressao': 1011.39}
Ciclo 28641: {'Temperatura': 25.11, 'Umidade': 44.06, 'Pressao': 1003.24}
Ciclo 28642: {'Temperatura': 21.93, 'Umidade': 41.8, 'Pressao': 1010.31}
Ciclo 28643: {'Temperatura': 22.54, 'Umidade': 58.42, 'Pressao': 1014.96}
Ciclo 28644: {'Temperatura': 20.61, 'Umidade': 43.46, 'Pressao': 1015.33}
Ciclo 28645: {'Temperatura': 22.07, 'Umidade': 44.82, 'Pressao': 1010.5}
Ciclo 28646: {'Temperatura': 23.73, 'Umidade': 58.32, 'Pressao': 1010.79}
Ciclo 28647: {'Temperatura': 26.52, 'Umidade': 45.11, 'Pressao': 1009.09}
Ciclo 28648: {'Temperatura': 27.11, 'Umidade': 41.59, 'Pressao': 1013.8}
Ciclo 28649: {'Temperatura': 26.63, 'Umidade': 51.0, 'Pressao': 1011.02}
Ciclo 28650: {'Temperatura': 28.32, 'Umidade': 41.82, 'Pressao': 1016.04}
Ciclo 28651: {'Temperatura': 21.75, 'Umidade': 53.1, 'Pressao': 1000.53}
Ciclo 28652: {'Temperatura': 26.95, 'Umidade': 55.17, 'Pressao': 1006.27}
Ciclo 28653: {'Temperatura': 24.17, 'Umidade': 47.26, 'Pressao': 1011.39}
Ciclo 28654: {'Temperatura': 26.22, 'Umidade': 58.95, 'Pressao': 1014.32}
Ciclo 28655: {'Temperatura': 29.68, 'Umidade': 57.95, 'Pressao': 1019.01}
Ciclo 28656: {'Temperatura': 22.49, 'Umidade': 56.18, 'Pressao': 1011.22}
Ciclo 28657: {'Temperatura': 26.45, 'Umidade': 44.89, 'Pressao': 1015.52}
Ciclo 28658: {'Temperatura': 23.45, 'Umidade': 58.25, 'Pressao': 1017.4}
Ciclo 28659: {'Temperatura': 27.9, 'Umidade': 46.51, 'Pressao': 1016.0}
Ciclo 28660: {'Temperatura': 25.25, 'Umidade': 59.37, 'Pressao': 1014.26}
Ciclo 28661: {'Temperatura': 27.98, 'Umidade': 48.4, 'Pressao': 1017.08}
Ciclo 28662: {'Temperatura': 29.77, 'Umidade': 51.73, 'Pressao': 1010.83}
Ciclo 28663: {'Temperatura': 22.48, 'Umidade': 49.83, 'Pressao': 1010.17}
Ciclo 28664: {'Temperatura': 28.86, 'Umidade': 57.06, 'Pressao': 1016.84}
Ciclo 28665: {'Temperatura': 22.06, 'Umidade': 55.37, 'Pressao': 1009.05}
Ciclo 28666: {'Temperatura': 22.46, 'Umidade': 42.18, 'Pressao': 1000.1}
Ciclo 28667: {'Temperatura': 25.47, 'Umidade': 46.38, 'Pressao': 1000.39}
Ciclo 28668: {'Temperatura': 24.53, 'Umidade': 47.1, 'Pressao': 1009.0}
Ciclo 28669: {'Temperatura': 24.28, 'Umidade': 59.1, 'Pressao': 1012.71}
Ciclo 28670: {'Temperatura': 26.74, 'Umidade': 48.94, 'Pressao': 1014.75}
Ciclo 28671: {'Temperatura': 28.25, 'Umidade': 47.48, 'Pressao': 1010.94}
Ciclo 28672: {'Temperatura': 26.65, 'Umidade': 44.39, 'Pressao': 1004.4}
Ciclo 28673: {'Temperatura': 25.41, 'Umidade': 42.38, 'Pressao': 1017.22}
Ciclo 28674: {'Temperatura': 28.89, 'Umidade': 45.92, 'Pressao': 1015.85}
Ciclo 28675: {'Temperatura': 20.42, 'Umidade': 49.33, 'Pressao': 1002.59}
Ciclo 28676: {'Temperatura': 24.63, 'Umidade': 48.01, 'Pressao': 1004.13}
Ciclo 28677: {'Temperatura': 29.69, 'Umidade': 51.63, 'Pressao': 1014.04}
Ciclo 28678: {'Temperatura': 28.1, 'Umidade': 40.6, 'Pressao': 1014.4}
Ciclo 28679: {'Temperatura': 25.47, 'Umidade': 43.23, 'Pressao': 1018.25}
Ciclo 28680: {'Temperatura': 20.95, 'Umidade': 57.81, 'Pressao': 1013.84}
Ciclo 28681: {'Temperatura': 28.99, 'Umidade': 53.11, 'Pressao': 1009.45}
Ciclo 28682: {'Temperatura': 22.29, 'Umidade': 54.99, 'Pressao': 1006.04}
Ciclo 28683: {'Temperatura': 25.03, 'Umidade': 54.59, 'Pressao': 1018.81}
Ciclo 28684: {'Temperatura': 26.95, 'Umidade': 56.28, 'Pressao': 1010.29}
Ciclo 28685: {'Temperatura': 26.85, 'Umidade': 49.34, 'Pressao': 1008.96}
Ciclo 28686: {'Temperatura': 28.63, 'Umidade': 45.17, 'Pressao': 1017.5}
Ciclo 28687: {'Temperatura': 27.2, 'Umidade': 43.66, 'Pressao': 1000.64}
Ciclo 28688: {'Temperatura': 22.57, 'Umidade': 59.61, 'Pressao': 1003.7}
Ciclo 28689: {'Temperatura': 21.84, 'Umidade': 58.77, 'Pressao': 1003.94}
Ciclo 28690: {'Temperatura': 23.69, 'Umidade': 47.39, 'Pressao': 1005.26}
Ciclo 28691: {'Temperatura': 28.95, 'Umidade': 53.5, 'Pressao': 1016.0}
Ciclo 28692: {'Temperatura': 21.36, 'Umidade': 40.14, 'Pressao': 1015.6}
Ciclo 28693: {'Temperatura': 28.38, 'Umidade': 47.05, 'Pressao': 1013.57}
Ciclo 28694: {'Temperatura': 20.4, 'Umidade': 51.45, 'Pressao': 1005.82}
Ciclo 28695: {'Temperatura': 26.37, 'Umidade': 44.66, 'Pressao': 1009.48}
Ciclo 28696: {'Temperatura': 29.88, 'Umidade': 51.87, 'Pressao': 1016.67}
Ciclo 28697: {'Temperatura': 21.58, 'Umidade': 56.01, 'Pressao': 1013.67}
Ciclo 28698: {'Temperatura': 20.34, 'Umidade': 43.26, 'Pressao': 1012.22}
Ciclo 28699: {'Temperatura': 24.36, 'Umidade': 44.03, 'Pressao': 1001.27}
Ciclo 28700: {'Temperatura': 23.86, 'Umidade': 58.86, 'Pressao': 1005.86}
Ciclo 28701: {'Temperatura': 25.3, 'Umidade': 56.49, 'Pressao': 1004.91}
Ciclo 28702: {'Temperatura': 21.3, 'Umidade': 57.83, 'Pressao': 1012.97}
Ciclo 28703: {'Temperatura': 26.48, 'Umidade': 40.15, 'Pressao': 1010.84}
Ciclo 28704: {'Temperatura': 20.72, 'Umidade': 42.07, 'Pressao': 1001.72}
Ciclo 28705: {'Temperatura': 26.87, 'Umidade': 40.25, 'Pressao': 1016.33}
Ciclo 28706: {'Temperatura': 26.01, 'Umidade': 54.41, 'Pressao': 1012.06}
Ciclo 28707: {'Temperatura': 27.77, 'Umidade': 52.59, 'Pressao': 1018.12}
Ciclo 28708: {'Temperatura': 20.03, 'Umidade': 41.65, 'Pressao': 1003.93}
Ciclo 28709: {'Temperatura': 22.72, 'Umidade': 57.91, 'Pressao': 1000.65}
Ciclo 28710: {'Temperatura': 28.67, 'Umidade': 45.67, 'Pressao': 1009.77}
Ciclo 28711: {'Temperatura': 27.79, 'Umidade': 44.26, 'Pressao': 1010.11}
Ciclo 28712: {'Temperatura': 20.08, 'Umidade': 57.59, 'Pressao': 1006.2}
Ciclo 28713: {'Temperatura': 23.85, 'Umidade': 53.98, 'Pressao': 1013.65}
Ciclo 28714: {'Temperatura': 29.71, 'Umidade': 57.22, 'Pressao': 1003.87}
Ciclo 28715: {'Temperatura': 28.83, 'Umidade': 56.16, 'Pressao': 1013.82}
Ciclo 28716: {'Temperatura': 29.82, 'Umidade': 48.05, 'Pressao': 1007.67}
Ciclo 28717: {'Temperatura': 24.05, 'Umidade': 41.22, 'Pressao': 1004.53}
Ciclo 28718: {'Temperatura': 23.52, 'Umidade': 56.85, 'Pressao': 1010.97}
Ciclo 28719: {'Temperatura': 21.63, 'Umidade': 40.73, 'Pressao': 1012.78}
Ciclo 28720: {'Temperatura': 26.85, 'Umidade': 45.13, 'Pressao': 1016.59}
Ciclo 28721: {'Temperatura': 20.68, 'Umidade': 46.67, 'Pressao': 1017.3}
Ciclo 28722: {'Temperatura': 25.83, 'Umidade': 42.84, 'Pressao': 1005.77}
Ciclo 28723: {'Temperatura': 28.72, 'Umidade': 40.9, 'Pressao': 1009.21}
Ciclo 28724: {'Temperatura': 21.19, 'Umidade': 44.77, 'Pressao': 1006.37}
Ciclo 28725: {'Temperatura': 28.29, 'Umidade': 49.09, 'Pressao': 1016.4}
Ciclo 28726: {'Temperatura': 25.22, 'Umidade': 46.18, 'Pressao': 1009.17}
Ciclo 28727: {'Temperatura': 22.46, 'Umidade': 57.04, 'Pressao': 1006.51}
Ciclo 28728: {'Temperatura': 25.18, 'Umidade': 56.85, 'Pressao': 1008.82}
Ciclo 28729: {'Temperatura': 24.17, 'Umidade': 59.23, 'Pressao': 1013.13}
Ciclo 28730: {'Temperatura': 23.96, 'Umidade': 49.81, 'Pressao': 1012.9}
Ciclo 28731: {'Temperatura': 20.6, 'Umidade': 53.65, 'Pressao': 1001.94}
Ciclo 28732: {'Temperatura': 27.61, 'Umidade': 44.22, 'Pressao': 1017.38}
Ciclo 28733: {'Temperatura': 23.33, 'Umidade': 44.61, 'Pressao': 1006.47}
Ciclo 28734: {'Temperatura': 27.02, 'Umidade': 53.28, 'Pressao': 1012.01}
Ciclo 28735: {'Temperatura': 28.42, 'Umidade': 50.67, 'Pressao': 1002.67}
Ciclo 28736: {'Temperatura': 21.76, 'Umidade': 48.92, 'Pressao': 1017.8}
Ciclo 28737: {'Temperatura': 22.38, 'Umidade': 57.62, 'Pressao': 1006.25}
Ciclo 28738: {'Temperatura': 20.6, 'Umidade': 53.31, 'Pressao': 1018.72}
Ciclo 28739: {'Temperatura': 20.31, 'Umidade': 50.49, 'Pressao': 1003.78}
Ciclo 28740: {'Temperatura': 25.39, 'Umidade': 43.17, 'Pressao': 1009.91}
Ciclo 28741: {'Temperatura': 26.45, 'Umidade': 43.75, 'Pressao': 1014.93}
Ciclo 28742: {'Temperatura': 20.18, 'Umidade': 55.51, 'Pressao': 1004.31}
Ciclo 28743: {'Temperatura': 25.94, 'Umidade': 46.19, 'Pressao': 1014.65}
Ciclo 28744: {'Temperatura': 28.58, 'Umidade': 45.76, 'Pressao': 1009.36}
Ciclo 28745: {'Temperatura': 21.36, 'Umidade': 52.44, 'Pressao': 1012.89}
Ciclo 28746: {'Temperatura': 26.27, 'Umidade': 47.91, 'Pressao': 1013.67}
Ciclo 28747: {'Temperatura': 22.48, 'Umidade': 51.38, 'Pressao': 1010.38}
Ciclo 28748: {'Temperatura': 22.52, 'Umidade': 41.95, 'Pressao': 1000.98}
Ciclo 28749: {'Temperatura': 29.07, 'Umidade': 49.07, 'Pressao': 1000.53}
Ciclo 28750: {'Temperatura': 25.16, 'Umidade': 40.79, 'Pressao': 1015.73}
Ciclo 28751: {'Temperatura': 26.07, 'Umidade': 54.28, 'Pressao': 1009.74}
Ciclo 28752: {'Temperatura': 27.62, 'Umidade': 55.1, 'Pressao': 1000.62}
Ciclo 28753: {'Temperatura': 26.32, 'Umidade': 43.39, 'Pressao': 1005.68}
Ciclo 28754: {'Temperatura': 29.49, 'Umidade': 58.97, 'Pressao': 1000.84}
Ciclo 28755: {'Temperatura': 26.4, 'Umidade': 52.32, 'Pressao': 1008.34}
Ciclo 28756: {'Temperatura': 21.29, 'Umidade': 49.34, 'Pressao': 1005.16}
Ciclo 28757: {'Temperatura': 23.51, 'Umidade': 48.75, 'Pressao': 1005.96}
Ciclo 28758: {'Temperatura': 24.49, 'Umidade': 40.87, 'Pressao': 1010.76}
Ciclo 28759: {'Temperatura': 25.73, 'Umidade': 55.32, 'Pressao': 1011.82}
Ciclo 28760: {'Temperatura': 22.12, 'Umidade': 57.53, 'Pressao': 1010.25}
Ciclo 28761: {'Temperatura': 25.49, 'Umidade': 52.26, 'Pressao': 1009.12}
Ciclo 28762: {'Temperatura': 23.83, 'Umidade': 54.12, 'Pressao': 1010.39}
Ciclo 28763: {'Temperatura': 28.96, 'Umidade': 48.38, 'Pressao': 1002.56}
Ciclo 28764: {'Temperatura': 29.32, 'Umidade': 55.59, 'Pressao': 1010.33}
Ciclo 28765: {'Temperatura': 27.17, 'Umidade': 46.71, 'Pressao': 1000.3}
Ciclo 28766: {'Temperatura': 29.44, 'Umidade': 43.35, 'Pressao': 1018.02}
Ciclo 28767: {'Temperatura': 20.55, 'Umidade': 52.54, 'Pressao': 1016.69}
Ciclo 28768: {'Temperatura': 26.11, 'Umidade': 55.39, 'Pressao': 1016.76}
Ciclo 28769: {'Temperatura': 23.73, 'Umidade': 56.48, 'Pressao': 1002.19}
Ciclo 28770: {'Temperatura': 29.87, 'Umidade': 48.13, 'Pressao': 1017.34}
Ciclo 28771: {'Temperatura': 24.87, 'Umidade': 44.81, 'Pressao': 1019.35}
Ciclo 28772: {'Temperatura': 25.07, 'Umidade': 52.33, 'Pressao': 1019.84}
Ciclo 28773: {'Temperatura': 25.29, 'Umidade': 47.3, 'Pressao': 1001.49}
Ciclo 28774: {'Temperatura': 20.25, 'Umidade': 43.1, 'Pressao': 1015.4}
Ciclo 28775: {'Temperatura': 24.37, 'Umidade': 56.7, 'Pressao': 1016.3}
Ciclo 28776: {'Temperatura': 21.03, 'Umidade': 56.99, 'Pressao': 1001.6}
Ciclo 28777: {'Temperatura': 20.31, 'Umidade': 54.88, 'Pressao': 1009.3}
Ciclo 28778: {'Temperatura': 26.15, 'Umidade': 42.69, 'Pressao': 1018.59}
Ciclo 28779: {'Temperatura': 24.66, 'Umidade': 54.92, 'Pressao': 1016.91}
Ciclo 28780: {'Temperatura': 21.81, 'Umidade': 53.42, 'Pressao': 1008.04}
Ciclo 28781: {'Temperatura': 23.9, 'Umidade': 50.11, 'Pressao': 1011.5}
Ciclo 28782: {'Temperatura': 25.19, 'Umidade': 49.09, 'Pressao': 1006.59}
Ciclo 28783: {'Temperatura': 26.6, 'Umidade': 53.49, 'Pressao': 1005.12}
Ciclo 28784: {'Temperatura': 21.68, 'Umidade': 46.33, 'Pressao': 1013.97}
Ciclo 28785: {'Temperatura': 23.15, 'Umidade': 44.73, 'Pressao': 1012.49}
Ciclo 28786: {'Temperatura': 26.65, 'Umidade': 41.71, 'Pressao': 1003.62}
Ciclo 28787: {'Temperatura': 21.97, 'Umidade': 46.51, 'Pressao': 1004.12}
Ciclo 28788: {'Temperatura': 20.84, 'Umidade': 57.59, 'Pressao': 1018.2}
Ciclo 28789: {'Temperatura': 26.06, 'Umidade': 45.02, 'Pressao': 1012.74}
Ciclo 28790: {'Temperatura': 29.31, 'Umidade': 43.22, 'Pressao': 1000.44}
Ciclo 28791: {'Temperatura': 24.04, 'Umidade': 45.16, 'Pressao': 1014.62}
Ciclo 28792: {'Temperatura': 22.69, 'Umidade': 55.47, 'Pressao': 1012.65}
Ciclo 28793: {'Temperatura': 22.92, 'Umidade': 41.84, 'Pressao': 1012.21}
Ciclo 28794: {'Temperatura': 22.26, 'Umidade': 43.14, 'Pressao': 1014.05}
Ciclo 28795: {'Temperatura': 24.43, 'Umidade': 55.54, 'Pressao': 1000.73}
Ciclo 28796: {'Temperatura': 26.39, 'Umidade': 49.01, 'Pressao': 1013.12}
Ciclo 28797: {'Temperatura': 22.57, 'Umidade': 57.65, 'Pressao': 1015.81}
Ciclo 28798: {'Temperatura': 27.35, 'Umidade': 50.62, 'Pressao': 1012.55}
Ciclo 28799: {'Temperatura': 24.05, 'Umidade': 56.63, 'Pressao': 1006.33}
Ciclo 28800: {'Temperatura': 27.62, 'Umidade': 55.61, 'Pressao': 1007.27}
Ciclo 28801: {'Temperatura': 24.67, 'Umidade': 54.35, 'Pressao': 1015.74}
Ciclo 28802: {'Temperatura': 23.19, 'Umidade': 47.65, 'Pressao': 1009.23}
Ciclo 28803: {'Temperatura': 20.65, 'Umidade': 49.01, 'Pressao': 1002.4}
Ciclo 28804: {'Temperatura': 21.74, 'Umidade': 46.54, 'Pressao': 1017.59}
Ciclo 28805: {'Temperatura': 23.02, 'Umidade': 57.82, 'Pressao': 1015.56}
Ciclo 28806: {'Temperatura': 21.48, 'Umidade': 48.58, 'Pressao': 1004.21}
Ciclo 28807: {'Temperatura': 29.25, 'Umidade': 58.13, 'Pressao': 1016.24}
Ciclo 28808: {'Temperatura': 21.87, 'Umidade': 50.49, 'Pressao': 1018.75}
Ciclo 28809: {'Temperatura': 23.65, 'Umidade': 49.61, 'Pressao': 1006.91}
Ciclo 28810: {'Temperatura': 24.18, 'Umidade': 58.69, 'Pressao': 1018.42}
Ciclo 28811: {'Temperatura': 29.22, 'Umidade': 57.32, 'Pressao': 1016.5}
Ciclo 28812: {'Temperatura': 25.2, 'Umidade': 55.23, 'Pressao': 1005.52}
Ciclo 28813: {'Temperatura': 25.92, 'Umidade': 59.59, 'Pressao': 1012.82}
Ciclo 28814: {'Temperatura': 26.57, 'Umidade': 57.61, 'Pressao': 1007.6}
Ciclo 28815: {'Temperatura': 26.05, 'Umidade': 59.04, 'Pressao': 1014.32}
Ciclo 28816: {'Temperatura': 25.15, 'Umidade': 51.61, 'Pressao': 1017.04}
Ciclo 28817: {'Temperatura': 28.43, 'Umidade': 46.0, 'Pressao': 1008.55}
Ciclo 28818: {'Temperatura': 20.04, 'Umidade': 48.07, 'Pressao': 1011.79}
Ciclo 28819: {'Temperatura': 23.48, 'Umidade': 58.12, 'Pressao': 1012.62}
Ciclo 28820: {'Temperatura': 27.11, 'Umidade': 45.28, 'Pressao': 1015.2}
Ciclo 28821: {'Temperatura': 25.01, 'Umidade': 51.15, 'Pressao': 1006.99}
Ciclo 28822: {'Temperatura': 20.43, 'Umidade': 58.65, 'Pressao': 1016.21}
Ciclo 28823: {'Temperatura': 27.23, 'Umidade': 47.45, 'Pressao': 1011.2}
Ciclo 28824: {'Temperatura': 24.86, 'Umidade': 55.16, 'Pressao': 1015.53}
Ciclo 28825: {'Temperatura': 22.47, 'Umidade': 55.19, 'Pressao': 1002.2}
Ciclo 28826: {'Temperatura': 27.39, 'Umidade': 46.57, 'Pressao': 1002.89}
Ciclo 28827: {'Temperatura': 24.24, 'Umidade': 50.4, 'Pressao': 1006.48}
Ciclo 28828: {'Temperatura': 21.28, 'Umidade': 46.74, 'Pressao': 1018.47}
Ciclo 28829: {'Temperatura': 25.8, 'Umidade': 57.41, 'Pressao': 1012.66}
Ciclo 28830: {'Temperatura': 22.88, 'Umidade': 48.83, 'Pressao': 1006.3}
Ciclo 28831: {'Temperatura': 25.18, 'Umidade': 58.69, 'Pressao': 1017.96}
Ciclo 28832: {'Temperatura': 23.93, 'Umidade': 51.31, 'Pressao': 1019.15}
Ciclo 28833: {'Temperatura': 24.05, 'Umidade': 48.93, 'Pressao': 1009.49}
Ciclo 28834: {'Temperatura': 21.35, 'Umidade': 54.46, 'Pressao': 1007.23}
Ciclo 28835: {'Temperatura': 27.83, 'Umidade': 44.6, 'Pressao': 1002.03}
Ciclo 28836: {'Temperatura': 25.04, 'Umidade': 57.95, 'Pressao': 1002.29}
Ciclo 28837: {'Temperatura': 20.5, 'Umidade': 41.01, 'Pressao': 1012.58}
Ciclo 28838: {'Temperatura': 24.07, 'Umidade': 59.6, 'Pressao': 1003.23}
Ciclo 28839: {'Temperatura': 21.44, 'Umidade': 53.51, 'Pressao': 1011.05}
Ciclo 28840: {'Temperatura': 29.51, 'Umidade': 51.52, 'Pressao': 1002.58}
Ciclo 28841: {'Temperatura': 22.62, 'Umidade': 58.35, 'Pressao': 1014.83}
Ciclo 28842: {'Temperatura': 24.26, 'Umidade': 55.67, 'Pressao': 1001.42}
Ciclo 28843: {'Temperatura': 27.81, 'Umidade': 42.68, 'Pressao': 1007.54}
Ciclo 28844: {'Temperatura': 20.54, 'Umidade': 48.98, 'Pressao': 1001.77}
Ciclo 28845: {'Temperatura': 25.07, 'Umidade': 57.95, 'Pressao': 1016.27}
Ciclo 28846: {'Temperatura': 26.97, 'Umidade': 58.43, 'Pressao': 1014.69}
Ciclo 28847: {'Temperatura': 28.02, 'Umidade': 43.36, 'Pressao': 1001.06}
Ciclo 28848: {'Temperatura': 21.08, 'Umidade': 45.01, 'Pressao': 1017.55}
Ciclo 28849: {'Temperatura': 26.63, 'Umidade': 49.54, 'Pressao': 1013.42}
Ciclo 28850: {'Temperatura': 26.78, 'Umidade': 45.54, 'Pressao': 1006.04}
Ciclo 28851: {'Temperatura': 21.75, 'Umidade': 44.88, 'Pressao': 1002.43}
Ciclo 28852: {'Temperatura': 21.31, 'Umidade': 53.39, 'Pressao': 1002.15}
Ciclo 28853: {'Temperatura': 25.07, 'Umidade': 43.35, 'Pressao': 1001.12}
Ciclo 28854: {'Temperatura': 21.4, 'Umidade': 51.79, 'Pressao': 1010.8}
Ciclo 28855: {'Temperatura': 29.57, 'Umidade': 55.79, 'Pressao': 1019.16}
Ciclo 28856: {'Temperatura': 21.31, 'Umidade': 48.82, 'Pressao': 1004.88}
Ciclo 28857: {'Temperatura': 24.66, 'Umidade': 51.81, 'Pressao': 1017.55}
Ciclo 28858: {'Temperatura': 21.64, 'Umidade': 59.42, 'Pressao': 1003.28}
Ciclo 28859: {'Temperatura': 20.26, 'Umidade': 49.43, 'Pressao': 1017.83}
Ciclo 28860: {'Temperatura': 27.29, 'Umidade': 44.42, 'Pressao': 1019.46}
Ciclo 28861: {'Temperatura': 24.19, 'Umidade': 51.1, 'Pressao': 1000.61}
Ciclo 28862: {'Temperatura': 29.97, 'Umidade': 48.05, 'Pressao': 1017.75}
Ciclo 28863: {'Temperatura': 21.62, 'Umidade': 47.6, 'Pressao': 1012.61}
Ciclo 28864: {'Temperatura': 20.51, 'Umidade': 52.93, 'Pressao': 1003.6}
Ciclo 28865: {'Temperatura': 26.14, 'Umidade': 51.39, 'Pressao': 1009.17}
Ciclo 28866: {'Temperatura': 20.37, 'Umidade': 53.08, 'Pressao': 1003.93}
Ciclo 28867: {'Temperatura': 24.78, 'Umidade': 52.32, 'Pressao': 1017.73}
Ciclo 28868: {'Temperatura': 24.24, 'Umidade': 50.9, 'Pressao': 1005.56}
Ciclo 28869: {'Temperatura': 24.59, 'Umidade': 48.7, 'Pressao': 1019.08}
Ciclo 28870: {'Temperatura': 21.68, 'Umidade': 44.84, 'Pressao': 1006.51}
Ciclo 28871: {'Temperatura': 22.58, 'Umidade': 53.1, 'Pressao': 1004.16}
Ciclo 28872: {'Temperatura': 28.15, 'Umidade': 49.83, 'Pressao': 1007.6}
Ciclo 28873: {'Temperatura': 26.06, 'Umidade': 58.4, 'Pressao': 1005.16}
Ciclo 28874: {'Temperatura': 27.05, 'Umidade': 40.49, 'Pressao': 1010.93}
Ciclo 28875: {'Temperatura': 20.18, 'Umidade': 42.62, 'Pressao': 1013.13}
Ciclo 28876: {'Temperatura': 23.66, 'Umidade': 52.71, 'Pressao': 1002.43}
Ciclo 28877: {'Temperatura': 20.98, 'Umidade': 44.78, 'Pressao': 1010.79}
Ciclo 28878: {'Temperatura': 21.68, 'Umidade': 44.24, 'Pressao': 1017.0}
Ciclo 28879: {'Temperatura': 28.71, 'Umidade': 50.11, 'Pressao': 1010.07}
Ciclo 28880: {'Temperatura': 20.52, 'Umidade': 53.83, 'Pressao': 1011.97}
Ciclo 28881: {'Temperatura': 21.34, 'Umidade': 48.45, 'Pressao': 1006.98}
Ciclo 28882: {'Temperatura': 24.14, 'Umidade': 52.72, 'Pressao': 1009.93}
Ciclo 28883: {'Temperatura': 25.51, 'Umidade': 49.57, 'Pressao': 1010.73}
Ciclo 28884: {'Temperatura': 27.16, 'Umidade': 54.83, 'Pressao': 1014.85}
Ciclo 28885: {'Temperatura': 26.47, 'Umidade': 41.29, 'Pressao': 1007.2}
Ciclo 28886: {'Temperatura': 26.17, 'Umidade': 46.66, 'Pressao': 1016.44}
Ciclo 28887: {'Temperatura': 28.2, 'Umidade': 51.07, 'Pressao': 1007.17}
Ciclo 28888: {'Temperatura': 22.98, 'Umidade': 49.86, 'Pressao': 1004.09}
Ciclo 28889: {'Temperatura': 27.5, 'Umidade': 40.87, 'Pressao': 1013.05}
Ciclo 28890: {'Temperatura': 25.93, 'Umidade': 45.54, 'Pressao': 1016.85}
Ciclo 28891: {'Temperatura': 25.13, 'Umidade': 47.69, 'Pressao': 1017.66}
Ciclo 28892: {'Temperatura': 24.25, 'Umidade': 51.67, 'Pressao': 1014.31}
